_id,CODIGO,DENOMINACION_GENERICA_ES,DENOMINACION_GENERICA_VAL,DENOMINACION_ESPECIFICA,DENOMINACION,REGIMEN,TIPO_VIA,DIRECCION,NUMERO,CODIGO_POSTAL,LOCALIDAD,PROVINCIA,TELEFONO,FAX,COD_EDIFICACION,LONGITUD,LATITUD,TITULARIDAD,CIF,COMARCA,URL_ES,URL_VA
758,3015622,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA,CENTRE PRIVAT NEWTON COLLEGE SECUNDARIA,CENTRE PRIVAT NEWTON COLLEGE SECUNDARIA,PRIV.,CAMÍ,"VELL ELX-ALACANT, KM. 3","",3295,ELX,ALICANTE/ALACANT,965451428,966614486,1,-0.637341,38.274154,NO CONSTA.,B84600188,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015622,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015622
759,3015634,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES DE RAFAL,IES DE RAFAL,PÚB.,AVINGUDA,RAFAEL ALBERTI,S/N,3369,RAFAL,ALICANTE/ALACANT,966904755,,1,-0.849612,38.101481,GENERALITAT VALENCIANA,Q0300682B,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015634,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015634
760,3015646,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP VELES E VENTS,CEIP VELES E VENTS,PÚB.,AVINGUDA,DE LES CORTS VALENCIANES,1,3580,ALFÀS DEL PI (L'),ALICANTE/ALACANT,966870900,,1,-0.096865,38.574055,GENERALITAT VALENCIANA,Q0300664J,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015646,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015646
761,3015658,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL DON CRISPÍN,EI 1ER CICLE MUNICIPAL DON CRISPÍN,PÚB.,CARRER,SAX,9,3205,ELX,ALICANTE/ALACANT,965446205,,1,-0.720193,38.27431,NO CONSTA.,P0306500J,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015658,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015658
762,3015661,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP COSTA BLANCA,CEIP COSTA BLANCA,PÚB.,AVINGUDA,DE LAS NACIONES,S/N,3540,ALACANT,ALICANTE/ALACANT,965919750,,1,-0.420205,38.371102,GENERALITAT VALENCIANA,Q0300610C,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015661,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015661
763,3015671,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL SAN HIPÓLITO MÁRTIR,EI 1ER CICLE MUNICIPAL SAN HIPÓLITO MÁRTIR,PÚB.,CARRER,CICLISTA VICENTE BELDA,2,3820,COCENTAINA,ALICANTE/ALACANT,965590026,,1,-0.441985,38.737172,NO CONSTA.,P0305600I,EL COMTAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015671,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015671
764,3015683,CONSERVATORIO ELEMENTAL DE MÚSICA,CONSERVATORI ELEMENTAL DE MÚSICA,CONSERVATORI ELEMENTAL DE MÚSICA,CONSERVATORI ELEMENTAL DE MÚSICA,PÚB.,CARRER,COL.LEGI,S/N,3750,PEDREGUER,ALICANTE/ALACANT,966456200,966456776,1,0.03349,38.795219,NO CONSTA.,P0310100C,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015683,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015683
765,3015695,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA L'ILLA DE BENIDORM,ESCOLA PRIVADA DE MÚSICA L'ILLA DE BENIDORM,PRIV.,CARRER,SANTA CRISTINA,4,3501,BENIDORM,ALICANTE/ALACANT,667497202,,1,-0.131565,38.543128,NO CONSTA.,G53217980,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015695,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015695
766,3015701,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA LA CONSTANCIA,ESCUELA PRIVADA DE MÚSICA LA CONSTANCIA,PRIV.,CARRER,ÓSCAR ESPLÁ,9-1,3158,CATRAL,ALICANTE/ALACANT,965723368,,1,-0.803745,38.160443,PRIVADA.,G03111986,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015701,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015701
767,3015713,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA CENTRO ESTUDIO MUSICAL DOLORES,ESCUELA PRIVADA DE MÚSICA CENTRO ESTUDIO MUSICAL DOLORES,PRIV.,CARRER,DR. MORENO RUBIO,1,3150,DOLORES,ALICANTE/ALACANT,965726840,,1,-0.770505,38.137609,PRIVADA.,G03100625,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015713,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015713
768,3015725,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA S. MUS.CULT. ELDENSE STA. CECILIA,ESCUELA PRIVADA DE MÚSICA S. MUS.CULT. ELDENSE STA. CECILIA,PRIV.,CARRER,POETA ZORRILLA,64,3600,ELDA,ALICANTE/ALACANT,965385325,,1,-0.791262,38.472658,NO CONSTA.,G03313715,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015725,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015725
769,3015737,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA DE LA SOCIETAT NUEVA UNIÓN MUSICAL,ESCUELA PRIVADA DE MÚSICA DE LA SOCIETAT NUEVA UNIÓN MUSICAL,PRIV.,CARRER,FÉLIX RODRÍGUEZ DE LA FUENTE,48,3348,GRANJA DE ROCAMORA,ALICANTE/ALACANT,661120152,,1,-0.889396,38.152096,NO CONSTA.,G03178431,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015737,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015737
770,3015749,ESCUELA PRIVADA DE MÚSICA Y DANZA,ESCOLA PRIVADA DE MÚSICA I DANSA,ESCOLA PRIVADA DE MÚSICA I DANSA TRAD. VALLS DEL VINALOPÓ,ESCOLA PRIVADA DE MÚSICA I DANSA TRAD. VALLS DEL VINALOPÓ,PRIV.,CARRER,PRÍNCIPE DE ASTURIAS,4,3610,PETRER,ALICANTE/ALACANT,669380560,,1,-0.777206,38.482737,NO CONSTA.,G03551629,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015749,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015749
771,3015750,ESCUELA PÚBLICA DE MÚSICA,ESCOLA PÚBLICA DE MÚSICA,E. DE MÚSICA MUNICIPAL,E. DE MÚSICA MUNICIPAL,PÚB.,CARRER,HORNO DEL VIDRIO,28,3658,SALINAS,ALICANTE/ALACANT,965720697,,1,-0.913633,38.520058,NO CONSTA.,P0311600A,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015750,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015750
772,3015762,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA MAESTRO CLIMENT,ESCOLA PRIVADA DE MÚSICA MAESTRO CLIMENT,PRIV.,AVINGUDA,DE BENIDORM,S/N,3550,SANT JOAN D'ALACANT,ALICANTE/ALACANT,965657832,,1,-0.432249,38.395021,PRIVADA.,G03165875,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015762,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015762
773,3015774,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,MAJOR,2,3789,VALL D'EBO (LA),ALICANTE/ALACANT,618156662,,1,-0.159758,38.805704,PRIVADA.,G53385985,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015774,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015774
774,3015786,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP HABANERAS,CEIP HABANERAS,PÚB.,AVINGUDA,DELFINA VIUDES,S/N,3183,TORREVIEJA,ALICANTE/ALACANT,966926725,,1,-0.681877,37.989297,GENERALITAT VALENCIANA,S0300067F,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015786,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015786
775,3015798,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP EL FABRAQUER,CEIP EL FABRAQUER,PÚB.,CARRER,HISENDA D'EN MIRA,2,3560,CAMPELLO (EL),ALICANTE/ALACANT,965919700,,1,-0.407234,38.406498,GENERALITAT VALENCIANA,Q0300591E,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015798,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015798
776,3015816,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO MUNICIPAL,EI 1ER CICLO MUNICIPAL,PÚB.,CARRER,ANGELINO FONS,5,3390,BENEJÚZAR,ALICANTE/ALACANT,651984782,,1,-0.836281,38.07685,NO CONSTA.,P0302400G,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015816,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015816
777,3015831,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL LA COMETA,EI 1ER CICLE MUNICIPAL LA COMETA,PÚB.,CARRER,ELDA,S/N,3650,PINÓS (EL),ALICANTE/ALACANT,965477274,,1,-1.044966,38.400236,NO CONSTA.,P0310500D,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015831,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015831
778,3015889,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL,EI 1ER CICLE MUNICIPAL,PÚB.,CARRER,LOPE DE VEGA,S/N,3510,CALLOSA D'EN SARRIÀ,ALICANTE/ALACANT,965881407,,1,-0.119058,38.653465,NO CONSTA.,P0304800F,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015889,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015889
779,3015890,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP LAS CULTURAS,CEIP LAS CULTURAS,PÚB.,CARRER,DEL OTOÑO (URB. TORRETA III),S/N,3184,TORREVIEJA,ALICANTE/ALACANT,965290165,,1,-0.700442,38.000542,GENERALITAT VALENCIANA,Q0300536J,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015890,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015890
780,3015907,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES MEDITERRÁNEO,IES MEDITERRÁNEO,PÚB.,AVINGUDA,DE TENERIFE,1,3183,TORREVIEJA,ALICANTE/ALACANT,966926820,,1,-0.666249,37.991151,GENERALITAT VALENCIANA,Q0300560J,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015907,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015907
781,3015919,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL LA BALSETA,EI 1ER CICLE MUNICIPAL LA BALSETA,PÚB.,CARRER,PURÍSIMA,33,3669,ROMANA (LA),ALICANTE/ALACANT,965696001,96569328,1,-0.897147,38.365869,NO CONSTA.,P0311400F,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015919,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015919
782,3015920,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL ELS PEIXOS,EI 1ER CICLE MUNICIPAL ELS PEIXOS,PÚB.,CARRER,ALICANTE,33,3610,PETRER,ALICANTE/ALACANT,965375406,966951160,1,-0.78654,38.48402,NO CONSTA.,P0310400G,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015920,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015920
783,3015932,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES SORTS DE LA MAR,IES SORTS DE LA MAR,PÚB.,CARRER,DE LES HÍADES,10,3700,DÉNIA,ALICANTE/ALACANT,966428235,,1,0.11445,38.833507,GENERALITAT VALENCIANA,Q0300671E,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015932,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015932
784,3015944,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP LLEBEIG,CEIP LLEBEIG,PÚB.,AVINGUDA,RAMÓN ORTEGA,13,3700,DÉNIA,ALICANTE/ALACANT,966428890,,1,0.097504,38.838905,GENERALITAT VALENCIANA,Q0300569A,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015944,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015944
785,3015956,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP L'ARENAL,CEIP L'ARENAL,PÚB.,CARRER,BRUSELAS,S/N,3730,XÀBIA,ALICANTE/ALACANT,966467100,,1,0.184826,38.768615,GENERALITAT VALENCIANA,Q0300566G,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015956,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015956
786,3015981,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,IES PLAYA FLAMENCA,IES PLAYA FLAMENCA,PÚB.,CARRER,ORÉGANO,S/N,3189,DEHESA DE CAMPOAMOR,ALICANTE/ALACANT,966748385,,1,-0.744528,37.938563,GENERALITAT VALENCIANA,S0300068D,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03015981,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03015981
787,3016018,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL L'ESCOLETA,EI 1ER CICLE MUNICIPAL L'ESCOLETA,PÚB.,PASSEIG,INGENIERO MIRA,S/N,3140,GUARDAMAR DEL SEGURA,ALICANTE/ALACANT,965729550,965728058,1,-0.648812,38.090366,NO CONSTA.,P0307600G,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016018,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016018
788,3016021,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL ALGUEÑENSE,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL ALGUEÑENSE,PRIV.,CARRER,UNIÓN MUSICAL ALGUEÑENSE,S/N,3668,ALGUEÑA,ALICANTE/ALACANT,600410449,,1,-1.007912,38.340236,PRIVADA.,G03521218,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016021,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016021
789,3016031,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,FRONTÓ,1,3778,BENIARBEIG,ALICANTE/ALACANT,652919920,,1,-0.002437,38.823974,NO CONSTA.,G03181278,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016031,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016031
790,3016043,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA LA CANYADA,ESCOLA PRIVADA DE MÚSICA LA CANYADA,PRIV.,PLAÇA,MAJOR,S/N,3409,CAÑADA,ALICANTE/ALACANT,651818374,,1,-0.810017,38.674594,PRIVADA.,G13868823,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016043,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016043
791,3016055,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,PRIV.,AVINGUDA,VIRGEN DE LAS NIEVES,S/N,3688,FONDÓ DE LES NEUS (EL),ALICANTE/ALACANT,965480007,965480007,1,-0.851809,38.30873,NO CONSTA.,G03156130,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016055,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016055
792,3016067,COLEGIO RURAL AGRUPADO,COL·LEGI RURAL AGRUPAT,CRA L'ENCANTADA,CRA L'ENCANTADA,PÚB.,CARRER,METGE VICENT RODRIGO,S/N,3828,PLANES,ALICANTE/ALACANT,966527650,,1,-0.344117,38.783344,GENERALITAT VALENCIANA,Q0300550A,EL COMTAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016067,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016067
793,3016079,COLEGIO RURAL AGRUPADO,COL·LEGI RURAL AGRUPAT,CRA MARIOLA-BENICADELL,CRA MARIOLA-BENICADELL,PÚB.,AVINGUDA,GENERALITAT VALENCIANA,S/N,3459,ALFAFARA,ALICANTE/ALACANT,966527655,,1,-0.556086,38.7734,GENERALITAT VALENCIANA,Q0300551I,EL COMTAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016079,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016079
794,3016080,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP PLAYAS DE ORIHUELA,CEIP PLAYAS DE ORIHUELA,PÚB.,CARRER,PINO PIÑONERO,S/N,3189,DEHESA DE CAMPOAMOR,ALICANTE/ALACANT,966904215,,1,-0.72813,37.945292,GENERALITAT VALENCIANA,Q0300562F,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016080,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016080
795,3016092,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLO MUNICIPAL,EI 1ER CICLO MUNICIPAL,PÚB.,AVINGUDA,CONSTITUCIÓN,S/N,3658,SALINAS,ALICANTE/ALACANT,965479001,965479137,1,-0.911765,38.518435,NO CONSTA.,P0311600A,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016092,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016092
796,3016110,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL EL ALBERGUE,EI 1ER CICLE MUNICIPAL EL ALBERGUE,PÚB.,CARRER,RACONÀ,9,3759,BENIDOLEIG,ALICANTE/ALACANT,966404297,966404393,1,-0.02905,38.791256,NO CONSTA.,P0303000D,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016110,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016110
797,3016122,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRE PRIVAT FP ARCE FORMACIÓN,CENTRE PRIVAT FP ARCE FORMACIÓN,PRIV.,AVINGUDA,JAIME I,31,3502,BENIDORM,ALICANTE/ALACANT,965869072,965869072,1,-0.133247,38.542627,NO CONSTA.,F53584652,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016122,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016122
798,3016134,CONSERVATORIO SUPERIOR DE DANZA,CONSERVATORI SUPERIOR DE DANSA,CONSERVATORI SUPERIOR DE DANSA,CONSERVATORI SUPERIOR DE DANSA,PÚB.,CARRER,CATEDRÀTIC JAUME MAS I PORCEL,S/N,3005,ALACANT,ALICANTE/ALACANT,965918745,,1,-0.492867,38.352696,GENERALITAT VALENCIANA,Q0300573C,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016134,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016134
799,3016161,ESCUELA OFICIAL DE IDIOMAS,ESCOLA OFICIAL D'IDIOMES,ESCOLA OFICIAL IDIOMES BENIDORM,ESCOLA OFICIAL IDIOMES BENIDORM,PÚB.,CARRER,DE LA NAU LLONDRO (SALT DE L'AIGUA),3,3503,BENIDORM,ALICANTE/ALACANT,966816460,,1,-0.122166,38.55214,GENERALITAT VALENCIANA,Q0300565I,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016161,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016161
800,3016171,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CENTRE PRIVAT D'EDUCACIÓ INFANTIL,CENTRO PRIV. ED. INFANTIL PIO PIO 3,CENTRO PRIV. ED. INFANTIL PIO PIO 3,PRIV.,POLÍGON,INDUSTRIAL LA GRANADINA III,"",3349,SAN ISIDRO,ALICANTE/ALACANT,965485914,,1,-0.857861,38.165875,NO CONSTA.,B62399522,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016171,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016171
801,3016183,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CEIP ISLA DE TABARCA,CEIP ISLA DE TABARCA,PÚB.,CARRER,BENIFALLIM,4,3014,ALACANT,ALICANTE/ALACANT,965936260,,1,-0.481848,38.365601,GENERALITAT VALENCIANA,Q0300567E,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016183,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016183
802,3016201,CENTRO DOCENTE PRIVADO EXTRANJERO,CENTRE DOCENT PRIVAT ESTRANGER,CENTRE ESTRANGER ENGLISH SCHOOL,CENTRE ESTRANGER ENGLISH SCHOOL,PRIV.,CARRER,PINTOR GISBERT,3,3110,MUTXAMEL,ALICANTE/ALACANT,965951017,965254956,1,-0.459141,38.404404,PRIVADA.,B03109907,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016201,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016201
803,3016237,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,EI 1ER CICLE MUNICIPAL LA GLORIETA,EI 1ER CICLE MUNICIPAL LA GLORIETA,PÚB.,CARRER,MARÍA IBARS,12,3750,PEDREGUER,ALICANTE/ALACANT,965761239,,1,0.038913,38.792761,NO CONSTA.,P0310100C,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016237,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016237
804,3016250,ESCUELA EUROPEA,ESCOLA EUROPEA,ESCUELA EUROPEA DE ALICANTE,ESCUELA EUROPEA DE ALICANTE,PÚB.,AVINGUDA,LOCUTOR VICENTE HIPÓLITO,S/N,3540,ALACANT,ALICANTE/ALACANT,965269595,965269777,1,-0.431406,38.37305,NO CONSTA.,-1,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016250,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016250
805,3016286,CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO,CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE,CENTRE PRIV. ED. INF. 1ER CICLE FARINETES,CENTRE PRIV. ED. INF. 1ER CICLE FARINETES,PRIV.,CARRER,MOLINO,11,3778,BENIARBEIG,ALICANTE/ALACANT,966459585,,1,-0.004148,38.821099,NO CONSTA.,53211462L,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03016286,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03016286
